ndc11,rxcui,name,labeler,acqDate,attribution,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,shape,size,color,imprint,imprintType,symbol,score,active_ingredients,inactive_ingredients
59762-2004-01,313778,ziprasidone 80 MG Oral Capsule,Greenstone LLC,06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639341,59762-2004-01_RXNAVIMAGE10_E61DF31F.jpg,612735,168862125,59762-2004-01_NLMIMAGE10_E61DF31F.jpg,473100,CAPSULE,18,"BLUE, WHITE",G;2004;G;2004,PRINTED,False,1,['ziprasidone hydrochloride 80 mg'],"['lactose', 'magnesium stearate']"
00378-6440-01,897624,24 HR Verapamil hydrochloride 240 MG Extended Release Oral Capsule,Mylan Pharmaceuticals Inc.,06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185639331,00378-6440-01_RXNAVIMAGE10_E21DF16F.jpg,649137,168862115,00378-6440-01_NLMIMAGE10_E21DF16F.jpg,490807,CAPSULE,23,BLUE,MYLAN;6440;MYLAN;6440,PRINTED,False,1,[],[]
00074-9189-90,828377,fenofibric acid 135 MG Delayed Release Oral Capsule [Trilipix],Abbott Laboratories,06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639319,00074-9189-90_RXNAVIMAGE10_DF1DEFBF.jpg,671244,168862103,00074-9189-90_NLMIMAGE10_DF1DEFBF.jpg,520587,CAPSULE,22,"BLUE, YELLOW",a;135,PRINTED,False,1,['fenofibric acid 135 mg'],[]
23635-0108-20,1087427,12 HR CHLORPHENIRAMINE POLISTIREX 8 MG / HYDROCODONE POLISTIREX 10 MG Extended Release Oral Capsule [TussiCaps],"Mallinckrodt, Inc",06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185639310,23635-0108-20_RXNAVIMAGE10_DC1DEE0F.jpg,647141,168862094,23635-0108-20_NLMIMAGE10_DC1DEE0F.jpg,463170,CAPSULE,19,WHITE,M;HP;CP;10;8,PRINTED,True,1,[],[]
43386-0660-24,860771,Trimethobenzamide hydrochloride 300 MG Oral Capsule,"GAVIS Pharmaceuticals, LLC",06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639303,43386-0660-24_RXNAVIMAGE10_D91DECBF.jpg,704351,168862087,43386-0660-24_NLMIMAGE10_D91DECBF.jpg,555757,CAPSULE,19,PURPLE,Novel;660;300;mg,PRINTED,False,1,['trimethobenzamide hydrochloride 300 mg'],"['lactose monohydrate', 'magnesium stearate', 'starch, corn', 'd&c red no. 28', 'gelatin', 'fd&c blue no. 1', 'fd&c red no. 40', 'titanium dioxide', 'lecithin, soybean', 'water', 'shellac', 'ethylene glycol monoethyl ether']"
67877-0147-01,198242,Temazepam 30 MG Oral Capsule,Ascend Laboratories LLC,06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185639293,67877-0147-01_RXNAVIMAGE10_D61DEB0F.jpg,581337,168862077,67877-0147-01_NLMIMAGE10_D61DEB0F.jpg,442025,CAPSULE,16,WHITE,30;mg;Novel;123,PRINTED,False,1,[],[]
53489-0648-01,198243,Temazepam 7.5 MG Oral Capsule,"Mutual Pharmaceutical Company, Inc.",06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639285,53489-0648-01_RXNAVIMAGE10_D31DE9BF.jpg,604060,168862069,53489-0648-01_NLMIMAGE10_D31DE9BF.jpg,452375,CAPSULE,16,"WHITE, TURQUOISE",MUTUAL;866;MUTUAL;866,PRINTED,False,1,['temazepam 7.5 mg'],"['croscarmellose sodium', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'ferrosoferric oxide', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'propylene glycol', 'sodium lauryl sulfate', 'titanium dioxide']"
00781-2201-01,198241,Temazepam 15 MG Oral Capsule,Sandoz Inc,06-02-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639277,00781-2201-01_RXNAVIMAGE10_D01DE80F.jpg,606250,168862061,00781-2201-01_NLMIMAGE10_D01DE80F.jpg,463356,CAPSULE,16,"GREEN, WHITE",GG;531;GG;531,PRINTED,False,1,['temazepam 15 mg'],"['starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 1', 'gelatin', 'hypromellose 2910 (3 mpa.s)', 'ferrosoferric oxide', 'lactose monohydrate', 'magnesium stearate', 'propylene glycol', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide', 'methylparaben', 'butylparaben', 'propylparaben', 'benzyl alcohol', 'sodium propionate', 'edetate calcium disodium']"
00093-5505-56,403972,Fluoxetine 50 MG / olanzapine 6 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651823,00093-5505-56_RXNAVIMAGE10_F426FA17.jpg,541838,168874607,00093-5505-56_NLMIMAGE10_F426FA17.jpg,394280,CAPSULE,18,WHITE,TEVA;5505,PRINTED,False,1,"['olanzapine 6 mg', 'fluoxetine hydrochloride 50 mg']","['d&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'aluminum oxide', 'gelatin', 'ferrosoferric oxide', 'magnesium stearate', 'starch, corn', 'propylene glycol', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide']"
00093-7335-06,205316,topiramate 15 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651698,00093-7335-06_RXNAVIMAGE10_C526E2A7.jpg,531021,168874482,00093-7335-06_NLMIMAGE10_C526E2A7.jpg,392423,CAPSULE,18,WHITE,TEVA;7335,PRINTED,False,1,['topiramate 15 mg'],"['ferrosoferric oxide', 'ethylcellulose (7 mpa.s)', 'gelatin', 'povidone k30', 'polyethylene glycol 6000', 'propylene glycol', 'shellac', 'sucrose', 'starch, corn', 'talc', 'titanium dioxide', 'triethyl citrate', 'potassium hydroxide']"
00093-4067-01,312593,Prazosin 1 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651723,00093-4067-01_RXNAVIMAGE10_CE26E757.jpg,538821,168874507,00093-4067-01_NLMIMAGE10_CE26E757.jpg,402817,CAPSULE,18,WHITE,TEVA;4067,PRINTED,False,1,['prazosin hydrochloride 1 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'd&c yellow no. 10', 'titanium dioxide']"
00093-7670-01,898359,Amlodipine 5 MG / Benazepril hydrochloride 40 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185652887,00093-7670-01_RXNAVIMAGE10_8327C19E.jpg,632945,168875671,00093-7670-01_NLMIMAGE10_8327C19E.jpg,483109,CAPSULE,19,BLUE,TEVA;7670,PRINTED,False,1,"['amlodipine besylate 5 mg', 'benazepril hydrochloride 40 mg']","['ferrosoferric oxide', 'calcium phosphate, dibasic, anhydrous', 'silicon dioxide', 'starch, corn', 'crospovidone', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'polysorbate 80', 'povidone k30', 'propylene glycol', 'shellac', 'sodium starch glycolate type a potato', 'titanium dioxide', 'potassium hydroxide', 'fd&c blue no. 1']"
00093-2080-01,199903,Hydrochlorothiazide 12.5 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651736,00093-2080-01_RXNAVIMAGE10_D326E9C7.jpg,527889,168874520,00093-2080-01_NLMIMAGE10_D326E9C7.jpg,383692,CAPSULE,16,WHITE,TEVA;2080,PRINTED,False,1,['hydrochlorothiazide 12.5 mg'],"['cellulose, microcrystalline', 'starch, corn', 'silicon dioxide', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'sodium lauryl sulfate', 'ferrosoferric oxide']"
00093-7336-06,205315,topiramate 25 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651839,00093-7336-06_RXNAVIMAGE10_FA26FD17.jpg,548104,168874623,00093-7336-06_NLMIMAGE10_FA26FD17.jpg,408177,CAPSULE,19,WHITE,TEVA;7336,PRINTED,False,1,['topiramate 25 mg'],"['ferrosoferric oxide', 'ethylcellulose (7 mpa.s)', 'gelatin', 'povidone k30', 'polyethylene glycol 6000', 'propylene glycol', 'shellac', 'sucrose', 'starch, corn', 'talc', 'titanium dioxide', 'triethyl citrate', 'potassium hydroxide']"
00093-7671-01,898346,Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651850,00093-7671-01_RXNAVIMAGE10_FE26FF27.jpg,685403,168874634,00093-7671-01_NLMIMAGE10_FE26FF27.jpg,533212,CAPSULE,19,BLUE,TEVA;7671,PRINTED,False,1,"['amlodipine besylate 10 mg', 'benazepril hydrochloride 40 mg']","['ferrosoferric oxide', 'calcium phosphate, dibasic, anhydrous', 'silicon dioxide', 'starch, corn', 'crospovidone', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'polysorbate 80', 'povidone k30', 'propylene glycol', 'shellac', 'sodium starch glycolate type a potato', 'titanium dioxide', 'potassium hydroxide', 'fd&c blue no. 1']"
00093-2075-01,198296,Tolmetin 400 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651692,00093-2075-01_RXNAVIMAGE10_C326E187.jpg,651508,168874476,00093-2075-01_NLMIMAGE10_C326E187.jpg,515409,CAPSULE,22,RED,TEVA;8815,PRINTED,False,1,['tolmetin sodium 400 mg'],"['silicon dioxide', 'fd&c red no. 40', 'gelatin', 'magnesium stearate', 'starch, corn', 'titanium dioxide']"
00093-5506-56,403970,Fluoxetine 25 MG / olanzapine 12 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651935,00093-5506-56_RXNAVIMAGE10_1E270F18.jpg,615749,168874719,00093-5506-56_NLMIMAGE10_1E270F18.jpg,472806,CAPSULE,16,YELLOW,TEVA;5506,PRINTED,False,1,"['olanzapine 12 mg', 'fluoxetine hydrochloride 25 mg']","['d&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'aluminum oxide', 'gelatin', 'ferrosoferric oxide', 'magnesium stearate', 'starch, corn', 'propylene glycol', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide', 'ferric oxide yellow']"
00093-5507-56,403971,Fluoxetine 50 MG / olanzapine 12 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651887,00093-5507-56_RXNAVIMAGE10_0C270618.jpg,615400,168874671,00093-5507-56_NLMIMAGE10_0C270618.jpg,474274,CAPSULE,17,RED,TEVA;5507,PRINTED,False,1,"['olanzapine 12 mg', 'fluoxetine hydrochloride 50 mg']","['d&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'aluminum oxide', 'gelatin', 'ferrosoferric oxide', 'magnesium stearate', 'starch, corn', 'propylene glycol', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide', 'd&c red no. 28']"
00093-7443-56,310405,fluvastatin 40 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651869,00093-7443-56_RXNAVIMAGE10_052702B8.jpg,648782,168874653,00093-7443-56_NLMIMAGE10_052702B8.jpg,509302,CAPSULE,19,"YELLOW, PINK",TEVA;7443,PRINTED,False,1,['fluvastatin sodium 40 mg'],"['ferrosoferric oxide', 'silicon dioxide', 'crospovidone', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'propylene glycol', 'ferric oxide red', 'shellac', 'titanium dioxide', 'ferric oxide yellow', 'potassium hydroxide']"
00093-7442-56,310404,fluvastatin 20 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651984,00093-7442-56_RXNAVIMAGE10_30271848.jpg,592122,168874768,00093-7442-56_NLMIMAGE10_30271848.jpg,454720,CAPSULE,16,"WHITE, PINK",TEVA;7442,PRINTED,False,1,['fluvastatin sodium 20 mg'],"['ferrosoferric oxide', 'silicon dioxide', 'crospovidone', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'propylene glycol', 'ferric oxide red', 'shellac', 'titanium dioxide', 'ferric oxide yellow', 'potassium hydroxide']"
00093-5504-56,403969,Fluoxetine 25 MG / olanzapine 6 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651966,00093-5504-56_RXNAVIMAGE10_292714E8.jpg,650039,168874750,00093-5504-56_NLMIMAGE10_292714E8.jpg,504617,CAPSULE,16,ORANGE,TEVA;5504,PRINTED,False,1,"['olanzapine 6 mg', 'fluoxetine hydrochloride 25 mg']","['d&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'aluminum oxide', 'gelatin', 'ferrosoferric oxide', 'magnesium stearate', 'starch, corn', 'propylene glycol', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide', 'ferric oxide yellow', 'ferric oxide red']"
00093-7370-01,898350,Amlodipine 2.5 MG / Benazepril hydrochloride 10 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-16-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651812,00093-7370-01_RXNAVIMAGE10_F026F807.jpg,556851,168874596,00093-7370-01_NLMIMAGE10_F026F807.jpg,403362,CAPSULE,19,WHITE,TEVA;7370,PRINTED,False,1,"['amlodipine besylate 2.5 mg', 'benazepril hydrochloride 10 mg']","['ferrosoferric oxide', 'calcium phosphate, dibasic, anhydrous', 'silicon dioxide', 'starch, corn', 'crospovidone', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'polysorbate 80', 'povidone k30', 'propylene glycol', 'shellac', 'sodium starch glycolate type a potato', 'titanium dioxide', 'potassium hydroxide']"
00093-4069-01,198141,Prazosin 5 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651773,00093-4069-01_RXNAVIMAGE10_E126F0B7.jpg,645620,168874557,00093-4069-01_NLMIMAGE10_E126F0B7.jpg,510452,CAPSULE,22,BLUE,TEVA;4069,PRINTED,False,1,['prazosin hydrochloride 5 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'fd&c blue no. 1', 'titanium dioxide']"
00093-3125-01,197596,Dicloxacillin 500 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651762,00093-3125-01_RXNAVIMAGE10_DD26EEA7.jpg,619480,168874546,00093-3125-01_NLMIMAGE10_DD26EEA7.jpg,478881,CAPSULE,22,"GREEN, GREEN",TEVA;3125,PRINTED,False,1,['dicloxacillin sodium 500 mg'],"['magnesium stearate', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'shellac', 'sodium lauryl sulfate', 'sorbitan monolaurate', 'ferrosoferric oxide', 'titanium dioxide', 'propylene glycol']"
00093-4068-01,312594,Prazosin 2 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651717,00093-4068-01_RXNAVIMAGE10_CC26E637.jpg,644414,168874501,00093-4068-01_NLMIMAGE10_CC26E637.jpg,506712,CAPSULE,18,PINK,TEVA;4068,PRINTED,False,1,['prazosin hydrochloride 2 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'fd&c blue no. 1', 'fd&c red no. 40', 'd&c red no. 28', 'titanium dioxide']"
00093-4030-01,197818,Indomethacin 50 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651941,00093-4030-01_RXNAVIMAGE10_20271038.jpg,680544,168874725,00093-4030-01_NLMIMAGE10_20271038.jpg,545176,CAPSULE,19,GREEN,TEVA;4030,PRINTED,False,1,['indomethacin 50 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'lactose monohydrate', 'lecithin, soybean', 'propylene glycol', 'shellac', 'silicon dioxide', 'stearic acid', 'titanium dioxide', 'd&c red no. 7', 'fd&c blue no. 1', 'fd&c blue no. 2', 'aluminum oxide', 'sodium lauryl sulfate']"
00093-3171-01,197518,Clindamycin 150 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651786,00093-3171-01_RXNAVIMAGE10_E626F327.jpg,626244,168874570,00093-3171-01_NLMIMAGE10_E626F327.jpg,486973,CAPSULE,19,"RED, BLUE",TEVA;3171,PRINTED,False,1,['clindamycin hydrochloride 150 mg'],"['starch, corn', 'lactose monohydrate', 'magnesium stearate', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide', 'd&c red no. 28']"
00093-0813-01,198047,Nortriptyline 75 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651744,00093-0813-01_RXNAVIMAGE10_D626EB47.jpg,693901,168874528,00093-0813-01_NLMIMAGE10_D626EB47.jpg,554077,CAPSULE,19,ORANGE,TEVA;75mg;0813,PRINTED,False,1,['nortriptyline hydrochloride 75 mg'],"['starch, corn', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'ferrosoferric oxide', 'methylparaben', 'propylene glycol', 'propylparaben', 'shellac', 'dimethicone', 'sodium lauryl sulfate', 'titanium dioxide', 'fd&c yellow no. 6']"
00093-3123-01,197595,Dicloxacillin 250 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651799,00093-3123-01_RXNAVIMAGE10_EB26F597.jpg,599197,168874583,00093-3123-01_NLMIMAGE10_EB26F597.jpg,457886,CAPSULE,18,"GREEN, GREEN",TEVA;3123,PRINTED,False,1,['dicloxacillin sodium 250 mg'],"['magnesium stearate', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'shellac', 'sodium lauryl sulfate', 'sorbitan monolaurate', 'ferrosoferric oxide', 'titanium dioxide', 'propylene glycol']"
00093-3167-53,197984,Minocycline 100 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651898,00093-3167-53_RXNAVIMAGE10_10270828.jpg,601810,168874682,00093-3167-53_NLMIMAGE10_10270828.jpg,462031,CAPSULE,18,"RED, PINK",TEVA;3167,PRINTED,False,1,['minocycline hydrochloride 100 mg'],"['starch, corn', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'ferric oxide red', 'ferrosoferric oxide', 'propylene glycol', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 2', 'shellac', 'ammonia']"
00093-5256-68,284215,Clindamycin 300 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185652898,00093-5256-68_RXNAVIMAGE10_8727C3AE.jpg,659900,168875682,00093-5256-68_NLMIMAGE10_8727C3AE.jpg,521870,CAPSULE,22,BLUE,TEVA;5256,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['starch, corn', 'lactose monohydrate', 'magnesium stearate', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide']"
00093-0810-01,198045,Nortriptyline 10 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651995,00093-0810-01_RXNAVIMAGE10_34271A58.jpg,590644,168874779,00093-0810-01_NLMIMAGE10_34271A58.jpg,447556,CAPSULE,16,"WHITE, ORANGE",TEVA;10mg;0810,PRINTED,False,1,['nortriptyline hydrochloride 10 mg'],"['starch, corn', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'ferrosoferric oxide', 'methylparaben', 'propylene glycol', 'propylparaben', 'shellac', 'dimethicone', 'sodium lauryl sulfate', 'titanium dioxide', 'fd&c yellow no. 6']"
00093-4029-01,197817,Indomethacin 25 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651960,00093-4029-01_RXNAVIMAGE10_272713C8.jpg,618851,168874744,00093-4029-01_NLMIMAGE10_272713C8.jpg,483079,CAPSULE,16,GREEN,TEVA;4029,PRINTED,False,1,['indomethacin 25 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'lactose monohydrate', 'lecithin, soybean', 'propylene glycol', 'shellac', 'silicon dioxide', 'stearic acid', 'titanium dioxide', 'd&c red no. 7', 'fd&c blue no. 1', 'fd&c blue no. 2', 'aluminum oxide', 'sodium lauryl sulfate']"
00093-0811-01,317136,Nortriptyline 25 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651911,00093-0811-01_RXNAVIMAGE10_15270A98.jpg,643701,168874695,00093-0811-01_NLMIMAGE10_15270A98.jpg,500558,CAPSULE,14,"WHITE, ORANGE",TEVA;TEVA;25mg;0811,PRINTED,False,1,['nortriptyline hydrochloride 25 mg'],"['starch, corn', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'ferrosoferric oxide', 'methylparaben', 'propylene glycol', 'propylparaben', 'shellac', 'dimethicone', 'sodium lauryl sulfate', 'titanium dioxide', 'fd&c yellow no. 6']"
00093-3165-01,197985,Minocycline 50 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-09-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651922,00093-3165-01_RXNAVIMAGE10_19270CA8.jpg,565350,168874706,00093-3165-01_NLMIMAGE10_19270CA8.jpg,430761,CAPSULE,16,PINK,TEVA;3165,PRINTED,False,1,['minocycline hydrochloride 50 mg'],"['starch, corn', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'd&c red no. 33', 'fd&c red no. 3', 'fd&c yellow no. 6', 'ferrosoferric oxide', 'propylene glycol', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'shellac', 'ammonia']"
60505-0065-00,198051,Omeprazole 20 MG Delayed Release Oral Capsule,Apotex Corp.,12-06-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185654771,60505-0065-00_RXNAVIMAGE10_412920F9.jpg,612118,168877555,60505-0065-00_NLMIMAGE10_412920F9.jpg,466875,CAPSULE,18,"PINK, PINK",APO;020,PRINTED,False,1,['omeprazole 20 mg'],"['magnesium hydroxide', 'mannitol', 'methacrylic acid - ethyl acrylate copolymer (1:1) type a', 'povidone k30', 'triethyl citrate', 'gelatin', 'ferric oxide red', 'titanium dioxide', 'ammonia', 'ferrosoferric oxide', 'alcohol', 'isopropyl alcohol', 'butyl alcohol', 'potassium hydroxide', 'propylene glycol', 'shellac']"
60505-0146-00,200329,Omeprazole 40 MG Delayed Release Oral Capsule,Apotex Corp.,12-06-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185654783,60505-0146-00_RXNAVIMAGE10_46292339.jpg,617225,168877567,60505-0146-00_NLMIMAGE10_46292339.jpg,471251,CAPSULE,23,"PINK, PINK",APO;040,PRINTED,False,1,['omeprazole 40 mg'],"['magnesium hydroxide', 'mannitol', 'methacrylic acid - ethyl acrylate copolymer (1:1) type a', 'povidone k30', 'triethyl citrate', 'gelatin', 'ferric oxide red', 'titanium dioxide', 'ammonia', 'ferrosoferric oxide', 'alcohol', 'isopropyl alcohol', 'butyl alcohol', 'potassium hydroxide', 'propylene glycol', 'shellac']"
